entity_name,entity_id,relation,relation_id
perumahan anggrindo 2,1418,PRODUK,6
kabupaten pahuwato,1419,WILAYAH,11
indah citra yasa,1420,PERUSAHAAN,0
perumahan griya an'nur permai,1421,PRODUK,6
altira gorontalo,1422,PERUSAHAAN,0
griya altira permai iv,1423,PRODUK,6
single stock futures,1424,PRODUK,6
phintraco sekuritas,1425,PERUSAHAAN,0
sss,1426,PRODUK,6
binaartha sekuritas,1427,PERUSAHAAN,0
ajaib sekuritas,1428,PERUSAHAAN,0
irvan susandy,1429,ORANG,1
kabupaten minahasa selatan,1430,WILAYAH,11
minahasa selatan,1431,WILAYAH,11
khesar griya indah,1432,PERUSAHAAN,0
joani powel makmur,1433,PERUSAHAAN,0
joani amurang residence,1434,PRODUK,6
rumah,1435,PRODUK,6
cozy home amurang,1436,PRODUK,6
philip morris international (pmi),1437,PERUSAHAAN,0
pmi,1438,PERUSAHAAN,0
sampoerna,1439,PERUSAHAAN,0
jacek olczak,1440,ORANG,1
menteri investasi,1441,PEMERINTAHAN,7
blackrock,1442,PERUSAHAAN,0
perusahaan teknologi build,1443,PERUSAHAAN,0
perusahaan cina,1444,PERUSAHAAN,0
perkasa roeslani,1445,ORANG,1
edy junaedy,1446,ORANG,1
samsung electronics,1447,PERUSAHAAN,0
rainbow robotics,1448,PERUSAHAAN,0
dr. jun-ho oh,1449,ORANG,1
aviliani,1450,ORANG,1
stabilitas ekonomi domestik,1451,KONSEP,3
i gede nyoman yetna,1452,ORANG,1
proyeksi positif atas,1453,KONSEP,3
3 perusahaan,1454,PERUSAHAAN,0
kapolri,1455,ORGANISASI,8
satgas pemberantasan aktivitas keuangan ilegal (pasti),1456,ORGANISASI,8
robot trading net89,1457,PRODUK,6
figura publik,1458,KONSEP,3
kasus investasi bodong net89,1459,KONSEP,3
"direktorat jenderal industri logam, mesin, alat transportasi, dan elektronika (ilmate)",1460,BADAN_REGULATOR,4
aplikasi autentikasi taspen,1461,PRODUK,6
"aplikasi terbaru, andal",1462,PRODUK,6
harga emas antam,1463,PRODUK,6
petinggi apple,1464,ORANG,1
penanaman modal,1465,KONSEP,3
taman safari,1466,PERUSAHAAN,0
perumahan rakyat,1467,PEMERINTAHAN,7
sumber daya mineral,1468,SEKTOR,13
sojitz corporation,1469,PERUSAHAAN,0
badan pengusahaan batam,1470,BADAN_REGULATOR,4
rempang eco-city,1471,PRODUK,6
investasi di pulau rempang,1472,PRODUK,6
masyarakat rempang,1473,ORANG,1
makmur elok graha,1474,PERUSAHAAN,0
pematang aur residence,1475,PRODUK,6
kurnia pratama bengkulu,1476,PERUSAHAAN,0
kabupaten seluma,1477,KOTA,5
seluma residence,1478,PRODUK,6
ahsani karya,1479,PERUSAHAAN,0
yumi barokah abadi,1480,PERUSAHAAN,0
bukit puspa lestari,1481,PRODUK,6
mega seluma residence,1482,PRODUK,6
duta graha kencana,1483,PERUSAHAAN,0
komando distrik militer,1484,ORGANISASI,8
imroatul mustafidah,1485,ORANG,1
noor iskak,1486,ORANG,1
muhammad azan,1487,ORANG,1
istri azan,1488,ORANG,1
penyidik,1489,ORGANISASI,8
azaan,1490,ORANG,1
investasi tersebut,1491,KONSEP,3
usaha pertambangan,1492,KONSEP,3
kim fam beauty,1493,PERUSAHAAN,0
ahmad madani ilmi,1494,ORANG,1
masnuningsih,1495,ORANG,1
polres pasuruan kota,1496,ORGANISASI,8
polda jawa timur,1497,PEMERINTAHAN,7
daerah tersebut,1498,WILAYAH,11
tridaya artha,1499,PERUSAHAAN,0
putra jaya bintan,1500,PERUSAHAAN,0
taman lestari,1501,PRODUK,6
arta indah,1502,PRODUK,6
peristiwa geopolitik,1503,KONSEP,3
emas fisik,1504,PRODUK,6
mata uang,1505,KONSEP,3
toko mas jawa,1506,PERUSAHAAN,0
mona pangestu,1507,ORANG,1
mitsubishi estate co ltd,1508,PERUSAHAAN,0
pegasus capital,1509,PERUSAHAAN,0
kura kura bali,1510,KONSEP,3
bali turtle island,1511,PERUSAHAAN,0
tsao pao chee group,1512,PERUSAHAAN,0
investasi tambang batu bara,1513,PRODUK,6
subdit kamneg ditreskrimum,1514,BADAN_REGULATOR,4
polda jambi,1515,BADAN_REGULATOR,4
kerugian,1516,INDIKATOR_EKONOMI,2
industri padat karya,1517,SEKTOR,13
kredit investasi padat karya,1518,PRODUK,6
heru pudyo nugroho,1519,ORANG,1
perumahan kawasan permukiman,1520,PEMERINTAHAN,7
cabinet presiden prabowo,1521,PEMERINTAHAN,7
hamdi risza idris,1522,ORANG,1
perusahaan kripto,1523,PERUSAHAAN,0
technovation 2024,1524,EVENT,10
industri tembakau,1525,SEKTOR,13
hm sampoerna tbk,1526,PERUSAHAAN,0
philip morris international,1527,PERUSAHAAN,0
tingkat perokok pria,1528,INDIKATOR_EKONOMI,2
kota kupang,1529,KOTA,5
gemstone regency,1530,PERUSAHAAN,0
charson timorland estate,1531,PERUSAHAAN,0
lopo indah permai,1532,PERUSAHAAN,0
perumahan eza jaya,1533,PERUSAHAAN,0
model j hotel,1534,PRODUK,6
delonix group indonesia,1535,PERUSAHAAN,0
keuntungan eksklusif,1536,KONSEP,3
delonix betterwood,1537,ORGANISASI,8
kpr,1538,KONSEP,3
bunga kpr,1539,INSTRUMEN_FINANSIAL,12
vinilon group,1540,PERUSAHAAN,0
yuta luxe,1541,PRODUK,6
pipa upvc vinilon,1542,PRODUK,6
pemerintah ri,1543,PEMERINTAHAN,7
pabrik di bandung,1544,KOTA,5
pp nomor 5 tahun 2021,1545,KONSEP,3
riyatno,1546,ORANG,1
uu cipta kerja,1547,KONSEP,3
indonesia commodity and,1548,BADAN_REGULATOR,4
badan pengawas perdagangan,1549,BADAN_REGULATOR,4
warga pulau rempang,1550,ORANG,1
dprd provinsi kepri,1551,ORGANISASI,8
iman sutiawan,1552,ORANG,1
gubernur kepulauan riau,1553,PEMERINTAHAN,7
masyarakat adat,1554,ORGANISASI,8
pt. meg,1555,PERUSAHAAN,0
think,1556,ORGANISASI,8
faisol riza,1557,ORANG,1
world resources institute,1558,ORGANISASI,8
sektor industri,1559,SEKTOR,13
kris sasono ngudi wibowo,1560,ORANG,1
muhammad nasir udin latif,1561,ORANG,1
kawasan ekonomi khusus (kek),1562,KONSEP,3
infrastruktur industri hilir,1563,KONSEP,3
wahyudi anas,1564,ORANG,1
pengembangan infrastruktur gas bumi,1565,KONSEP,3
gas bumi,1566,PRODUK,6
eniya listiani dewi,1567,ORANG,1
subsektor energi baru terbarukan dan konservasi energi (ebtke),1568,SEKTOR,13
permen esdm nomor,1569,KONSEP,3
pltp sorik merapi,1570,PERUSAHAAN,0
pembangkit listrik panas,1571,SEKTOR,13
panas bumi,1572,SEKTOR,13
ebt,1573,KONSEP,3
golden visa,1574,KONSEP,3
direktorat jenderal imigrasi,1575,PEMERINTAHAN,7
investor korporasi,1576,SEKTOR,13
sentul city,1577,KOTA,5
jean-philippe parain,1578,ORANG,1
peter “sunny” medalla,1579,ORANG,1
bmw group indonesia,1580,PERUSAHAAN,0
performance motors indonesia,1581,PERUSAHAAN,0
emas klasik,1582,PRODUK,6
emas certicard,1583,PRODUK,6
rieka puspita ningrum,1584,ORANG,1
akun threads @jen*****yu,1585,ORANG,1
icor,1586,INDIKATOR_EKONOMI,2
keuntungan,1587,KONSEP,3
konflik,1588,KONSEP,3
muhammad arman,1589,ORANG,1
konsesi perusahaan,1590,KONSEP,3
undang-undang,1591,KONSEP,3
kebijakan pemerintah,1592,KONSEP,3
kisi asset management,1593,PERUSAHAAN,0
kebijakan fiskal dan moneter,1594,KONSEP,3
arfin f. karniody,1595,ORANG,1
rumah sakit mayapada,1596,PERUSAHAAN,0
hotel nusantara,1597,PERUSAHAAN,0
rumah sakit hermina,1598,PERUSAHAAN,0
tbthk,1599,EVENT,10
morningstar,1600,PERUSAHAAN,0
tess waresmith,1601,ORANG,1
atm emas,1602,PRODUK,6
pasar modal indonesia,1603,SEKTOR,13
inisiatif ini,1604,KONSEP,3
kawasan ini,1605,KONSEP,3
zona baru,1606,KONSEP,3
ngurah wirawan,1607,ORANG,1
tenant kami,1608,PERUSAHAAN,0
filipina,1609,NEGARA,9
fasset indonesia,1610,PERUSAHAAN,0
fajar insan hadi,1611,ORANG,1
putri madarina,1612,ORANG,1
masyarakat indonesia,1613,ORANG,1
roasan roeslani,1614,ORANG,1
nining yulistiani,1615,ORANG,1
digitalisasi,1616,KONSEP,3
tabungan emas digital,1617,KONSEP,3
program loyalitas brimo fstvl,1618,KONSEP,3
penipuan berkedok jual,1619,KONSEP,3
jangan menunggu barang,1620,KONSEP,3
perusahaan teknologi kenamaan apple,1621,PERUSAHAAN,0
perusahaan teknologi,1622,PERUSAHAAN,0
microsoft,1623,PERUSAHAAN,0
manajer investasi,1624,ORGANISASI,8
21 lokasi itu,1625,KONSEP,3
agung suganda,1626,ORANG,1
pabrikan otomotif asal jepang,1627,PERUSAHAAN,0
konsumen,1628,ORANG,1
mila,1629,ORANG,1
gustina putri,1630,ORANG,1
indah ayu rahayu,1631,ORANG,1
riki frindos,1632,ORANG,1
eastspring indonesia,1633,PERUSAHAAN,0
principles for responsible,1634,KONSEP,3
produk reksa dana indeks eastspring esgq45 idx kehati,1635,PRODUK,6
bank dbs indonesia tbk,1636,PERUSAHAAN,0
eastspring investments,1637,PERUSAHAAN,0
woori venture partners,1638,PERUSAHAAN,0
carro,1639,PERUSAHAAN,0
kementerian koperasi dan ukm,1640,PEMERINTAHAN,7
sutopo widodo,1641,ORANG,1
bank sentral amerika serikat,1642,BADAN_REGULATOR,4
the federal reserve (the fed),1643,BADAN_REGULATOR,4
nvidia,1644,PERUSAHAAN,0
umkm,1645,SEKTOR,13
kaisan ekonomi khusus,1646,KONSEP,3
kek,1647,KONSEP,3
suriah,1648,NEGARA,9
kawasan asean,1649,WILAYAH,11
tiga orang,1650,ORANG,1
jumlah korban arisan,1651,KONSEP,3
verry achmad,1652,ORANG,1
tki di taiwan,1653,ORANG,1
supriyanto,1654,ORANG,1
eurocham indonesia,1655,ORGANISASI,8
francois de maricourt,1656,ORANG,1
ekspor neto,1657,SEKTOR,13
konsumsi domestik,1658,INDIKATOR_EKONOMI,2
amazon web service (aws),1659,PERUSAHAAN,0
mesolitica,1660,PERUSAHAAN,0
imbf 2024,1661,EVENT,10
kementerian kelautan,1662,PEMERINTAHAN,7
menko pangan zulkifli hasan,1663,ORANG,1
aidil akbar,1664,ORANG,1
masyarakat kelas bawah,1665,WILAYAH,11
ahmad gozali,1666,ORANG,1
ototoritas jasa keuangan,1667,BADAN_REGULATOR,4
perusahaan sekuritas,1668,PERUSAHAAN,0
tanah,1669,PRODUK,6
united nations development,1670,ORGANISASI,8
abdallah al dardari,1671,ORANG,1
unccd,1672,BADAN_REGULATOR,4
degradasi lahan,1673,KONSEP,3
al dardari,1674,ORANG,1
the fed,1675,BADAN_REGULATOR,4
arfian prasetya aji,1676,ORANG,1
iqbaal ramadhan,1677,ORANG,1
sunscreen,1678,PRODUK,6
financial freedom,1679,KONSEP,3
budiman sudjatmiko,1680,ORANG,1
perdagangan (mendag) budi,1681,PEMERINTAHAN,7
anindya bakrie,1682,ORANG,1
klien yang sudah ada,1683,ORANG,1
manajer aset global,1684,ORANG,1
investor institusi,1685,ORANG,1
morgan stanley institute,1686,ORGANISASI,8
mandat baru,1687,KONSEP,3
solusi adaptasi iklim,1688,KONSEP,3
investor wilayah asia,1689,WILAYAH,11
investor eropa,1690,WILAYAH,11
jessica alsford,1691,ORANG,1
emas dan bitcoin,1692,INSTRUMEN_FINANSIAL,12
emas antam,1693,PRODUK,6
pasar modal,1694,SEKTOR,13
investor muda,1695,ORANG,1
direktur pengembangan bei,1696,ORANG,1
investment dan hilirisasi/kepala badan koordinasi penanaman modal (bkpm) rosan roeslani,1697,ORANG,1
gumiwang kartasasmita,1698,ORANG,1
investasi dana pensiun,1699,PRODUK,6
yusril ihza mahendra,1700,ORANG,1
pengelolaan yang berkelanjutan,1701,KONSEP,3
konferensi para pihak,1702,EVENT,10
united nations convention to combat desertification (unccd),1703,ORGANISASI,8
dunia,1704,NEGARA,9
andrea meza,1705,ORANG,1
kekeringan,1706,KONSEP,3
investasi terbarukan,1707,INSTRUMEN_FINANSIAL,12
nezar patria,1708,ORANG,1
uu no. 4 tahun 2023,1709,KONSEP,3
profesional,1710,ORANG,1
kementerian hukum dan ham,1711,PEMERINTAHAN,7
uu no. 18 tahun 2003,1712,KONSEP,3
profesi advokat,1713,ORANG,1
uu p2sk,1714,KONSEP,3
kementerian hukum,1715,PEMERINTAHAN,7
konsultan hukum,1716,ORANG,1
organisasi advokat,1717,ORGANISASI,8
duta besar arab saudi,1718,ORGANISASI,8
ditjen cipta karya,1719,ORGANISASI,8
tambahan anggaran,1720,INSTRUMEN_FINANSIAL,12
ditjen bina marga,1721,ORGANISASI,8
ditjen sumber daya air,1722,ORGANISASI,8
investasi asing,1723,KONSEP,3
kamala shirin lakhdhir,1724,ORANG,1
ted osius,1725,ORANG,1
byd indonesia,1726,PERUSAHAAN,0
pabrik perakitan mobil,1727,PRODUK,6
subang smartpolitan,1728,KOTA,5
bank internasional,1729,PERUSAHAAN,0
citi indonesia,1730,PERUSAHAAN,0
perusahaan multinasional,1731,PERUSAHAAN,0
sinarmas land,1732,PERUSAHAAN,0
bsd city,1733,KONSEP,3
formula 1,1734,SEKTOR,13
ellen jones,1735,ORANG,1
dhl,1736,PERUSAHAAN,0
pmdn dan pma,1737,INSTRUMEN_FINANSIAL,12
pemerintahan pak prabowo,1738,PEMERINTAHAN,7
pengusaha,1739,ORANG,1
pemerintahan baru,1740,PEMERINTAHAN,7
british petroleum,1741,PERUSAHAAN,0
united states indonesia,1742,ORGANISASI,8
talenta digital indonesia,1743,SEKTOR,13
biji-biji initiative,1744,ORGANISASI,8
dicoding,1745,PERUSAHAAN,0
menteri ketenagakerjaan,1746,PEMERINTAHAN,7
dewan pengupahan,1747,ORGANISASI,8
pasar domestik indonesia,1748,NEGARA,9
produk manufaktur domestik,1749,PRODUK,6
angka konsumsi rumah tangga,1750,INDIKATOR_EKONOMI,2
pertumbuhan ekonomi indonesia,1751,INDIKATOR_EKONOMI,2
investor amerika serikat,1752,ORANG,1
bni sekuritas,1753,PERUSAHAAN,0
teddy wishadi,1754,ORANG,1
program edukasi,1755,KONSEP,3
sevp retail markets & technology bni sekuritas teddy wishadi,1756,ORANG,1
upah minimum provinsi (ump),1757,SEKTOR,13
upah minimum nasional,1758,SEKTOR,13
panel antarpemerintah tentang perubahan iklim perserikatan bangsa-bangsa,1759,BADAN_REGULATOR,4
negara-negara di seluruh dunia,1760,NEGARA,9
pbb,1761,ORGANISASI,8
s&p global,1762,PERUSAHAAN,0
gsssb,1763,KONSEP,3
antonious kosasih,1764,ORANG,1
menteri sekretaris negara,1765,PEMERINTAHAN,7
bsi gold,1766,PRODUK,6
bsi cicil emas,1767,PRODUK,6
hartadinata abadi tbk,1768,PERUSAHAAN,0
galeri 24,1769,PERUSAHAAN,0
elvi rofiqotul hidayah,1770,ORANG,1
tahun 2023,1771,KONSEP,3
rino donosepoetro,1772,ORANG,1
perdagangan republik,1773,PEMERINTAHAN,7
wasita realty,1774,PERUSAHAAN,0
vasaka by waskita realty,1775,PRODUK,6
skk migas,1776,ORGANISASI,8
satuan kerja khusus,1777,ORGANISASI,8
perusahaan migas atau kontraktor kontrak kerja sama (kkks),1778,PERUSAHAAN,0
djoko siswanto,1779,ORANG,1
rudi satwiko,1780,ORANG,1
ptk-007,1781,KONSEP,3
kegiatan eksplorasi,1782,KONSEP,3
18 psn,1783,KONSEP,3
sri mulyani indrawati,1784,ORANG,1
komisi uni eropa,1785,BADAN_REGULATOR,4
obligasi hijau ngeu,1786,PRODUK,6
next generation eu,1787,KONSEP,3
komisi ue,1788,BADAN_REGULATOR,4
peluncuran penuh investasi yang didanai oleh obligasi hijau ngue,1789,KONSEP,3
pengeluaran ngue,1790,KONSEP,3
donal trump,1791,ORANG,1
den,1792,BADAN_REGULATOR,4
sektor minerba dan pertambangan,1793,SEKTOR,13
pemerintah republik indonesia,1794,PEMERINTAHAN,7
oppo,1795,PERUSAHAAN,0
samsung,1796,PERUSAHAAN,0
komitmen,1797,KONSEP,3
apel,1798,PERUSAHAAN,0
sektor pendidikan,1799,SEKTOR,13
provinsi kalimantan tengah,1800,WILAYAH,11
kalteng sugianto sabran,1801,ORANG,1
pemerintah provinsi kalteng,1802,PEMERINTAHAN,7
program tabungan beasiswa,1803,PROGRAM,14
program sekolah gratis,1804,PROGRAM,14
pemprov kalteng,1805,PEMERINTAHAN,7
gaji guru tidak tetap,1806,INDIKATOR_EKONOMI,2
program pembangunan rumah,1807,PROGRAM,14
katma f dirun,1808,ORANG,1
selisih harga beli,1809,KONSEP,3
harga jual kembali,1810,KONSEP,3
bank permata,1811,PERUSAHAAN,0
konflik di timur tengah,1812,KONSEP,3
investasi emas digital,1813,KONSEP,3
proposal,1814,KONSEP,3
bank syariah,1815,PERUSAHAAN,0
iif,1816,EVENT,10
pariwisata widiyanti putri,1817,ORANG,1
investor asal uni,1818,ORGANISASI,8
etihad airways,1819,PERUSAHAAN,0
pariwisata,1820,SEKTOR,13
koordinator bidang perekonomian,1821,PEMERINTAHAN,7
us-asean business council,1822,ORGANISASI,8
tujuan investasi,1823,KONSEP,3
ford motor company,1824,PERUSAHAAN,0
volkswagen,1825,PERUSAHAAN,0
enoh t ebong,1826,ORANG,1
iccc ibu kota nusantara,1827,KONSEP,3
pusat komando terpadu,1828,KONSEP,3
badan perdagangan dan pembangunan as,1829,ORGANISASI,8
pemerintah inggris,1830,PEMERINTAHAN,7
tangguh lng,1831,PRODUK,6
proyek ucc,1832,PRODUK,6
murray auchincloss,1833,ORANG,1
proyek tangguh ubadari,1834,PRODUK,6
neraca pembayaran indonesia,1835,INDIKATOR_EKONOMI,2
kebijakan strategis,1836,KONSEP,3
penggunaan mata uang lokal,1837,KONSEP,3
investasi langsung,1838,INSTRUMEN_FINANSIAL,12
pembayaran imbal hasil,1839,INDIKATOR_EKONOMI,2
roasan,1840,ORANG,1
proyek great giant sea wall,1841,PRODUK,6
sembilan kantor luar,1842,ORGANISASI,8
muip garuda fund,1843,PRODUK,6
startup,1844,PERUSAHAAN,0
danamon financial friday,1845,EVENT,10
danamon,1846,PERUSAHAAN,0
mitsubishi ufj financial group,1847,PERUSAHAAN,0
piha kaya,1848,PERUSAHAAN,0
kaya lautan permata,1849,PERUSAHAAN,0
aplikasi investasi kaya,1850,PRODUK,6
kaya,1851,PRODUK,6
fitur kayasmart+,1852,PRODUK,6
aplikasi kaya,1853,PRODUK,6
jonathan renaldi,1854,ORANG,1
reksa dana syariah kisi global sharia transformative technology equity fund usd,1855,PRODUK,6
kecerdasan buatan,1856,KONSEP,3
kendaraan listrik,1857,PRODUK,6
perusahaan-perusahaan teknologi,1858,PERUSAHAAN,0
kisi global sharia transformative technology equity fund usd,1859,PRODUK,6
keputusan investasi,1860,INSTRUMEN_FINANSIAL,12
puanjang,1861,KONSEP,3
tabungan emas pegadaian,1862,PRODUK,6
presiden ri prabowo subianto,1863,ORANG,1
realisasi investasi kumulatif,1864,KONSEP,3
sektor hilirisasi,1865,SEKTOR,13
investasi di luar jawa,1866,KONSEP,3
sugiman halim,1867,ORANG,1
newport marine services tbk,1868,PERUSAHAAN,0
fwd insurance indonesia,1869,PERUSAHAAN,0
asuransi jiwa,1870,PRODUK,6
pemegang polis,1871,ORANG,1
perusahaan asuransi,1872,PERUSAHAAN,0
fwd asuransi jiwa,1873,PRODUK,6
badan pusat statistik,1874,BADAN_REGULATOR,4
eko listiyanto,1875,ORANG,1
badan pusat statistik (bps),1876,BADAN_REGULATOR,4
konsumsi rumah tangga,1877,INDIKATOR_EKONOMI,2
pemerintahan prabowo,1878,PEMERINTAHAN,7
perusahaan dana ventura,1879,PERUSAHAAN,0
ocbc ventura,1880,PERUSAHAAN,0
ritel dan konsumen,1881,SEKTOR,13
init-6,1882,PERUSAHAAN,0
hiboo baby,1883,PERUSAHAAN,0
se'indonesia,1884,PERUSAHAAN,0
trihill capital,1885,PERUSAHAAN,0
tabungan asuransi pegawai,1886,PERUSAHAAN,0
muslik,1887,ORANG,1
tasben,1888,PERUSAHAAN,0
handayani,1889,ORANG,1
kementerian perencanaan,1890,PEMERINTAHAN,7
deputi bidang pendanaan dan investasi oikn agung wicaksono,1891,ORANG,1
sumber sukses machinery,1892,PERUSAHAAN,0
xian jian indonesia,1893,PERUSAHAAN,0
rizal edwin manansang,1894,ORANG,1
kek sanur,1895,KONSEP,3
kek batam aero technic (bat),1896,KONSEP,3
kek kura kura bali,1897,KONSEP,3
magnum estate,1898,PERUSAHAAN,0
australian independent school,1899,PERUSAHAAN,0
magnum resort nusantara,1900,PRODUK,6
primahotel management,1901,PERUSAHAAN,0
plataran group,1902,PERUSAHAAN,0
igory maximov,1903,ORANG,1
delonix bravo investment,1904,PERUSAHAAN,0
lpem ui,1905,ORGANISASI,8
rahdatul jannah-akhmad rozanie,1906,ORANG,1
muhidin-hasnuryadi sulaiman,1907,ORANG,1
nusantara fun run 2024,1908,EVENT,10
danis hidayat sumadilaga,1909,ORANG,1
investor swasta,1910,PERUSAHAAN,0
proyek investasi pendanaan,1911,KONSEP,3
progres pembangunan infrastruktur,1912,KONSEP,3
swissotel nusantara,1913,PERUSAHAAN,0
rs hermina,1914,PERUSAHAAN,0
rs mayapada,1915,PERUSAHAAN,0
sk plasma,1916,PERUSAHAAN,0
fasilitas fraksinasi plasma,1917,PRODUK,6
kementerian kesehatan,1918,PEMERINTAHAN,7
indonesia (bkpm),1919,PEMERINTAHAN,7
sk group,1920,PERUSAHAAN,0
palang merah indonesia,1921,ORGANISASI,8
apec,1922,KONSEP,3
kawasan perdagangan bebas,1923,KONSEP,3
ftaap,1924,KONSEP,3
transisi energi hijau,1925,KONSEP,3
aplikasi pluang,1926,PERUSAHAAN,0
harga bitcoin,1927,INDIKATOR_EKONOMI,2
pluang,1928,PERUSAHAAN,0
tokocrypto,1929,PERUSAHAAN,0
investasi hongkong,1930,KONSEP,3
hongkong,1931,NEGARA,9
syailendra capital,1932,PERUSAHAAN,0
additiv,1933,PERUSAHAAN,0
perencanaan finansial,1934,KONSEP,3
reksa dana pasar uang,1935,PRODUK,6
reksa dana campuran,1936,PRODUK,6
financial advisor,1937,KONSEP,3
esther pane,1938,ORANG,1
onduline manufaktur indonesia,1939,PERUSAHAAN,0
onduline,1940,PERUSAHAAN,0
banyaknya saham yang stagnan,1941,INDIKATOR_EKONOMI,2
multipolar technology,1942,PERUSAHAAN,0
rupiah,1943,INDIKATOR_EKONOMI,2
daaz bara lestari,1944,PERUSAHAAN,0
hatten bali,1945,PERUSAHAAN,0
negara-negara dengan pendapatan tinggi,1946,NEGARA,9
negara-negara,1947,NEGARA,9
kenaikan investasi pada bidang kecerdasan buatan generatif,1948,KONSEP,3
ai generatif,1949,KONSEP,3
negara-negara global north,1950,NEGARA,9
global north,1951,NEGARA,9
negara-negara global south,1952,NEGARA,9
sektor kelistrikan,1953,SEKTOR,13
industri kendaraan listrik,1954,SEKTOR,13
pabrik-pabrik mobil listrik,1955,PERUSAHAAN,0
dradjad wibowo,1956,ORANG,1
perusahaan memiliki sertifikat,1957,PERUSAHAAN,0
widodo (jokowi),1958,ORANG,1
pemerintah kabinet merah putih,1959,PEMERINTAHAN,7
produk domestik bruto,1960,INDIKATOR_EKONOMI,2
penelitian,1961,KONSEP,3
kamar dagang internasional,1962,ORGANISASI,8
cuaca ekstrem,1963,KONSEP,3
iku,1964,ORGANISASI,8
dolar,1965,KONSEP,3
iklim,1966,KONSEP,3
ilan noy,1967,ORANG,1
warga negara pulau-pulau,1968,KONSEP,3
kementerian perdagangan,1969,ORANG,1
the united states,1970,ORGANISASI,8
perusahaan asal as,1971,PERUSAHAAN,0
perusahaan lain,1972,PERUSAHAAN,0
kementerian pendidikan,1973,PEMERINTAHAN,7
sekolah-sekolah,1974,ORGANISASI,8
fitur multi-share class,1975,KONSEP,3
fitur baru,1976,KONSEP,3
bank kustodian bri,1977,PERUSAHAAN,0
kustodian bri,1978,PERUSAHAAN,0
peluncuran layanan,1979,KONSEP,3
indonesia-china business forum 2024,1980,EVENT,10
envision energy international ltd.,1981,PERUSAHAAN,0
bakrie & brothers tbk,1982,PERUSAHAAN,0
jared kushner,1983,ORANG,1
perusahaan minyak dan gas asal amerika serikat (as),1984,PERUSAHAAN,0
perusahaan minyak dan gas,1985,PERUSAHAAN,0
menteri rosan,1986,ORANG,1
usindo,1987,ORGANISASI,8
chevron,1988,PERUSAHAAN,0
freeport indonesia,1989,PERUSAHAAN,0
bp america,1990,PERUSAHAAN,0
satgas percepatan investasi,1991,ORGANISASI,8
kejaksaan tinggi sulawesi,1992,PEMERINTAHAN,7
focus group discussion,1993,EVENT,10
sulawesi selatan,1994,WILAYAH,11
program peningkatan gizi,1995,KONSEP,3
uber,1996,PEMERINTAHAN,7
kejaksaan agung,1997,PEMERINTAHAN,7
universitas hasanuddin,1998,PEMERINTAHAN,7
pj gubernur sulsel,1999,PEMERINTAHAN,7
pengusaha amerika serikat,2000,ORGANISASI,8
menkeu prabowo subianto,2001,ORANG,1
kementerian agama,2002,PEMERINTAHAN,7
hasil mudzakarah perhajian,2003,EVENT,10
investment,2004,KONSEP,3
pemerintah tiongkok,2005,PEMERINTAHAN,7
pemerintah china,2006,PEMERINTAHAN,7
xi jinping,2007,ORANG,1
fahri hamzah,2008,ORANG,1
pengusaha indonesia,2009,ORGANISASI,8
umum kadin indonesia,2010,ORANG,1
perjanjian investasi,2011,KONSEP,3
kerja sama investasi,2012,KONSEP,3
franky oesman widjaja,2013,ORANG,1
ketua dewan pertimbangan kadin indonesia arsjad rasjid,2014,ORANG,1
garibaldi thohir,2015,ORANG,1
prajogo pangestu,2016,ORANG,1
perusahaan indonesia,2017,PERUSAHAAN,0
perusahaan top asal china,2018,PERUSAHAAN,0
khofifah indar parawansa,2019,ORANG,1
jawa timur,2020,WILAYAH,11
kampanye akbar,2021,EVENT,10
emil elistianto dardak,2022,ORANG,1
weighted average cost,2023,KONSEP,3
modal investasi,2024,KONSEP,3
discounted cash flow,2025,KONSEP,3
perusahaan top china,2026,PERUSAHAAN,0
kemendag,2027,PEMERINTAHAN,7
septo soepriyatno,2028,ORANG,1
mahakam investment forum 2024,2029,EVENT,10
budi widihartanto,2030,ORANG,1
kaltim paradise of the east,2031,EVENT,10
pemerintah provinsi dki,2032,PEMERINTAHAN,7
duta besar maroko untuk indonesia dan singapura ouadiâ benabdellah,2033,ORANG,1
maroko,2034,NEGARA,9
mahakam investment forum,2035,EVENT,10
wijayanto samirin,2036,ORANG,1
lyodra ginting,2037,ORANG,1
kantor keluarga kekayaan,2038,ORGANISASI,8
pemilik aset,2039,ORANG,1
yale school the,2040,ORGANISASI,8
investor ritel,2041,ORANG,1
pensiun,2042,PRODUK,6
dana abadi,2043,KONSEP,3
perwalian,2044,ORGANISASI,8
yayasan,2045,ORGANISASI,8
pemegang aset,2046,ORANG,1
prodia,2047,PERUSAHAAN,0
medical check-up,2048,PRODUK,6
kesehatan,2049,KONSEP,3
indri septa respati,2050,ORANG,1
kementerian koordinasi,2051,BADAN_REGULATOR,4
pemerintah provinsi banten,2052,PEMERINTAHAN,7
banten investment forum 2024,2053,EVENT,10
kegiatan banten investment,2054,EVENT,10
deputi bidang promosi penanaman modal bkpm nurul ichwan,2055,ORANG,1
virgojanti,2056,ORANG,1
bank ina perdana tbk,2057,PERUSAHAAN,0
pajak penghasilan (pph) badan,2058,INSTRUMEN_FINANSIAL,12
keputusan tkdn,2059,KONSEP,3
industri lokal,2060,SEKTOR,13
program hilirisasi industri,2061,KONSEP,3
